Date,Open,High,Low,Close,Adj Close,Volume
2013-04-29,120.44000244140625,121.5999984741211,120.04000091552734,121.31999969482422,77.79572296142578,5158500
2013-04-30,121.05000305175781,122.01000213623047,120.12000274658203,122.01000213623047,78.2381820678711,6907400
2013-05-01,121.25,121.56999969482422,120.05000305175781,120.2699966430664,77.1224136352539,6082100
2013-05-02,121.0,122.33000183105469,120.62999725341797,122.04000091552734,78.2574234008789,5066100
2013-05-03,122.69000244140625,123.91000366210938,122.45999908447266,123.48999786376953,79.18721008300781,6384300
2013-05-06,123.31999969482422,123.77999877929688,122.70999908447266,123.25,79.0333251953125,4668700
2013-05-07,123.3499984741211,123.72000122070312,122.54000091552734,123.04000091552734,78.89864349365234,4412600
2013-05-08,122.9800033569336,123.5999984741211,122.8499984741211,123.36000061035156,79.10387420654297,4479800
2013-05-09,123.45999908447266,123.94999694824219,122.95999908447266,123.63999938964844,79.28339385986328,9237500
2013-05-10,123.37999725341797,123.70999908447266,122.11000061035156,123.2300033569336,79.0205078125,10581700
2013-05-13,122.9000015258789,123.0999984741211,122.16999816894531,122.8499984741211,78.77681732177734,16870100
2013-05-14,122.91999816894531,125.0,122.91000366210938,125.0,80.15547943115234,6965800
2013-05-15,123.7300033569336,123.7300033569336,122.5999984741211,123.01000213623047,79.51553344726562,7950400
2013-05-16,122.73999786376953,123.37000274658203,122.5,122.76000213623047,79.35394287109375,5549800
2013-05-17,122.73999786376953,123.41999816894531,122.2699966430664,123.41999816894531,79.78057098388672,6850200
2013-05-20,123.43000030517578,124.83999633789062,123.18000030517578,124.77999877929688,80.65968322753906,5298200
2013-05-21,124.83999633789062,126.19999694824219,124.75,125.94000244140625,81.4095458984375,6699300
2013-05-22,125.91000366210938,126.9800033569336,124.5999984741211,124.93000030517578,80.75666809082031,9350100
2013-05-23,124.20999908447266,125.83000183105469,124.20999908447266,125.4000015258789,81.06047058105469,8096100
2013-05-24,124.5,125.55999755859375,124.33000183105469,125.44999694824219,81.09278869628906,5593200
2013-05-28,126.38999938964844,127.4000015258789,125.86000061035156,126.43000030517578,81.72628784179688,6598500
2013-05-29,126.06999969482422,126.7300033569336,124.80999755859375,125.48999786376953,81.11864471435547,6422400
2013-05-30,125.2300033569336,125.97000122070312,124.51000213623047,125.11000061035156,80.87301635742188,4353400
2013-05-31,124.63999938964844,125.30000305175781,122.75,122.75,79.34746551513672,7905000
2013-06-03,122.3499984741211,124.12000274658203,122.3499984741211,124.08999633789062,80.21369171142578,7256900
2013-06-04,122.81999969482422,123.6500015258789,122.13999938964844,122.95999908447266,79.48322296142578,7675500
2013-06-05,122.33999633789062,123.0999984741211,121.30999755859375,121.56999969482422,78.584716796875,7745600
2013-06-06,121.2699966430664,121.48999786376953,118.66000366210938,120.58999633789062,77.95124053955078,10141500
2013-06-07,121.22000122070312,121.97000122070312,120.13999938964844,121.69999694824219,78.66873168945312,6089800
2013-06-10,122.94000244140625,122.9800033569336,121.80000305175781,122.69000244140625,79.30867767333984,5585600
2013-06-11,121.87000274658203,122.76000213623047,121.26000213623047,121.44999694824219,78.50711822509766,4548000
2013-06-12,122.31999969482422,122.7300033569336,119.61000061035156,119.97000122070312,77.55044555664062,5489200
2013-06-13,119.9000015258789,121.83000183105469,119.80999755859375,121.66000366210938,78.64289855957031,4656700
2013-06-14,121.12999725341797,121.68000030517578,120.0999984741211,120.27999877929688,77.7508316040039,4415300
2013-06-17,120.44999694824219,121.77999877929688,120.27999877929688,121.22000122070312,78.35845947265625,4046900
2013-06-18,121.02999877929688,121.72000122070312,120.86000061035156,121.5199966430664,78.55236053466797,4544800
2013-06-19,121.80000305175781,122.37999725341797,120.41000366210938,120.5,77.89305877685547,4634300
2013-06-20,119.54000091552734,119.66000366210938,117.56999969482422,117.94999694824219,76.24468231201172,7624100
2013-06-21,119.23999786376953,119.54000091552734,117.26000213623047,118.93000030517578,76.87816619873047,10692100
2013-06-24,117.70999908447266,118.02999877929688,116.0199966430664,116.81999969482422,75.51422882080078,6785700
2013-06-25,117.75,117.87000274658203,116.91999816894531,117.44999694824219,75.92145538330078,5983100
2013-06-26,118.33999633789062,118.54000091552734,117.0,118.1500015258789,76.37397766113281,4820700
2013-06-27,118.5199966430664,119.54000091552734,118.48999786376953,118.70999908447266,76.7359619140625,4459400
2013-06-28,118.79000091552734,119.55999755859375,118.13999938964844,118.33999633789062,76.49677276611328,6504400
2013-07-01,118.3499984741211,120.01000213623047,118.0,119.08000183105469,76.97513580322266,5053000
2013-07-02,119.08999633789062,120.33000183105469,118.58999633789062,119.1500015258789,77.0203628540039,4912000
2013-07-03,119.23999786376953,119.30000305175781,118.61000061035156,119.08000183105469,76.97513580322266,3034800
2013-07-05,119.69000244140625,120.86000061035156,119.0999984741211,120.51000213623047,77.89950561523438,4386200
2013-07-08,121.29000091552734,122.30999755859375,120.9800033569336,121.23999786376953,78.37138366699219,4964400
2013-07-09,122.38999938964844,123.73999786376953,122.05000305175781,123.2699966430664,79.6836166381836,6252900
2013-07-10,123.44999694824219,124.54000091552734,122.70999908447266,122.9000015258789,79.44441986083984,5549600
2013-07-11,123.94999694824219,124.11000061035156,122.51000213623047,123.7699966430664,80.00682067871094,7235100
2013-07-12,123.5199966430664,124.1500015258789,123.04000091552734,124.05999755859375,80.19429016113281,5615000
2013-07-15,124.11000061035156,125.13999938964844,124.05999755859375,124.68000030517578,80.59505462646484,4062000
2013-07-16,124.70999908447266,125.23999786376953,123.55000305175781,124.12000274658203,80.23304748535156,4002900
2013-07-17,124.6500015258789,125.0,124.29000091552734,124.3499984741211,80.38175201416016,3634600
2013-07-18,124.68000030517578,125.6500015258789,124.63999938964844,125.47000122070312,81.1057357788086,4324100
2013-07-19,125.79000091552734,126.91000366210938,125.16999816894531,126.91000366210938,82.03655242919922,5929900
2013-07-22,126.70999908447266,127.61000061035156,126.6500015258789,127.02999877929688,82.11412048339844,4056100
2013-07-23,127.06999969482422,127.6500015258789,126.69999694824219,127.26000213623047,82.2628173828125,3763300
2013-07-24,127.25,127.62999725341797,125.9000015258789,126.37000274658203,81.68749237060547,4527800
2013-07-25,126.13999938964844,127.83000183105469,125.79000091552734,127.76000213623047,82.58602905273438,4466400
2013-07-26,127.02999877929688,127.62000274658203,126.08999633789062,127.55999755859375,82.45672607421875,4829900
2013-07-29,127.37000274658203,127.37000274658203,125.88999938964844,126.16999816894531,81.55821228027344,4028900
2013-07-30,126.19999694824219,126.95999908447266,125.19000244140625,125.77999877929688,81.30610656738281,4589500
2013-07-31,126.0199966430664,126.91000366210938,125.45999908447266,125.88999938964844,81.3772201538086,5394300
2013-08-01,126.48999786376953,126.66000366210938,125.63999938964844,126.44000244140625,81.73274230957031,5757100
2013-08-02,124.87000274658203,125.0999984741211,123.30000305175781,124.94999694824219,80.76959228515625,7472700
2013-08-05,124.72000122070312,124.75,123.76000213623047,123.98999786376953,80.14904022216797,3733700
2013-08-06,123.97000122070312,124.16000366210938,123.01000213623047,123.13999938964844,79.59955596923828,4677700
2013-08-07,123.02999877929688,123.91999816894531,122.80000305175781,123.33000183105469,79.7223892211914,3898500
2013-08-08,123.87999725341797,124.20999908447266,121.91000366210938,123.06999969482422,79.5543212890625,5639200
