Date,Open,High,Low,Close,Adj Close,Volume
2013-04-29,68.01000213623047,68.19999694824219,67.61000061035156,67.62999725341797,57.91935348510742,2931000
2013-04-30,67.87999725341797,68.4800033569336,67.5999984741211,68.41000366210938,58.58735656738281,4685400
2013-05-01,68.25,68.8499984741211,68.16000366210938,68.27999877929688,58.476009368896484,3767300
2013-05-02,68.43000030517578,69.47000122070312,68.37000274658203,69.37999725341797,59.418087005615234,3575900
2013-05-03,69.91999816894531,71.08999633789062,69.9000015258789,70.2300033569336,60.146026611328125,6986600
2013-05-06,70.22000122070312,70.58000183105469,69.94999694824219,70.05999755859375,60.00043487548828,4685300
2013-05-07,70.06999969482422,70.45999908447266,69.95999908447266,70.23999786376953,60.15459060668945,4374900
2013-05-08,69.91999816894531,70.41999816894531,69.56999969482422,70.30999755859375,60.21453857421875,3587500
2013-05-09,70.25,70.51000213623047,69.70999908447266,70.20999908447266,60.128910064697266,3754900
2013-05-10,70.16000366210938,70.25,69.6500015258789,70.08000183105469,60.017608642578125,3543100
2013-05-13,70.08999633789062,70.20999908447266,69.33999633789062,69.79000091552734,59.76920700073242,5139300
2013-05-14,69.94999694824219,71.61000061035156,69.8499984741211,71.51000213623047,61.242252349853516,6114300
2013-05-15,71.33000183105469,73.04000091552734,71.33000183105469,72.77999877929688,62.329898834228516,5215300
2013-05-16,72.61000061035156,72.94999694824219,72.12999725341797,72.2300033569336,61.85890197753906,3861500
2013-05-17,72.27999877929688,73.37999725341797,72.26000213623047,73.31999969482422,62.79237747192383,4866500
2013-05-20,73.30999755859375,74.54000091552734,73.22000122070312,74.4000015258789,63.71728515625,5345300
2013-05-21,74.47000122070312,75.45999908447266,74.4000015258789,75.11000061035156,64.32534790039062,5130200
2013-05-22,75.43000030517578,77.01000213623047,74.27999877929688,74.44000244140625,63.75156021118164,12449000
2013-05-23,73.87999725341797,74.98999786376953,73.61000061035156,74.69000244140625,63.96565628051758,7985100
2013-05-24,74.08999633789062,75.3499984741211,73.9800033569336,75.2699966430664,64.4623794555664,5564000
2013-05-28,75.91000366210938,77.12000274658203,75.88999938964844,76.16000366210938,65.22457885742188,7341400
2013-05-29,75.80000305175781,76.6500015258789,75.38999938964844,75.83000183105469,64.94194793701172,5679200
2013-05-30,76.0199966430664,76.9000015258789,75.91999816894531,76.13999938964844,65.20748138427734,5417400
